familyid,memberid,status
31626598,147892643,Removed
31626598,147893403,Removed
31626598,147894079,Removed
31626598,147894553,Removed
31687424,148142326,Removed
31687424,148143050,Removed
31687424,148144695,Removed
31747296,148378277,Removed
31747296,148378826,Removed
31747773,148380148,Removed
31747773,148380678,Removed
31747773,148381917,Removed
31747950,148382264,Removed
31747950,148381352,Removed
31747950,148384524,Removed
31747950,148383143,Removed
31747950,148383929,Removed
31748513,148384325,Removed
31748513,148383057,Removed
31749147,148385640,Removed
31749147,148386137,Removed
31749147,148386662,Removed
31749616,148387532,Removed
31749616,148387924,Removed
31749616,148388376,Removed
31749616,148388919,Removed
31749616,148389424,Removed
31750309,148390358,Removed
31750309,148390895,Removed
31750309,148391375,Removed
31750309,148391797,Removed
31750968,148393333,Removed
31750968,148394066,Removed
31750973,148394347,Removed
31750973,148394955,Removed
31751713,148396415,Removed
31751713,148397093,Removed
31752412,148400637,Removed
31752412,148401394,Removed
31752412,148399831,Removed
31753322,148403060,Removed
31753322,148403732,Removed
31753322,148404187,Removed
31753322,148405085,Removed
31754238,148407097,Removed
31754238,148407565,Removed
31754498,148408497,Removed
31754498,148410367,Removed
31754498,148410936,Removed
31754498,148409168,Removed
31754743,148409250,Removed
31754743,148409779,Removed
31754743,148410349,Removed
31754743,148408799,Removed
31755499,148412088,Removed
31755499,148412700,Removed
31755499,148413155,Removed
31755805,148413400,Removed
31755805,148414588,Removed
31755805,148415471,Removed
31755805,148416171,Removed
31756223,148415966,Removed
31756223,148415349,Removed
31756724,148417999,Removed
31756724,148419016,Removed
31756993,148419410,Removed
31756993,148420254,Removed
31756993,148421775,Removed
31756993,148422974,Removed
31756993,148423931,Removed
31756993,148426529,Removed
31758009,148423438,Removed
31758009,148422830,Removed
31758446,148424930,Removed
31758446,148425632,Removed
31758945,148427691,Removed
31758945,148428292,Removed
31759584,148430717,Removed
31759584,148431968,Removed
31760508,148433677,Removed
31760988,148435986,Removed
31761337,148436933,Removed
31761337,148437452,Removed
31761337,148437752,Removed
31761829,148438775,Removed
31761829,148439142,Removed
31761829,148439422,Removed
31761829,148439776,Removed
31762304,148441061,Removed
31762304,148441589,Removed
31762304,148442747,Removed
31762304,148443137,Removed
31762304,148441962,Removed
31762304,148442290,Removed
31762572,148442680,Removed
31762572,148443260,Removed
31762572,148441869,Removed
31763052,148443788,Removed
31763052,148444071,Removed
31763052,148444506,Removed
31763052,148445256,Removed
31763052,148446093,Removed
31763052,148445687,Removed
31763113,148445343,Removed
31763113,148444889,Removed
31763113,148444378,Removed
31763113,148444061,Removed
31763560,148446702,Removed
31763560,148447218,Removed
31763560,148447468,Removed
31763560,148446056,Removed
31763806,148448243,Removed
31763806,148448430,Removed
31763806,148447844,Removed
31763806,148448046,Removed
31764032,148448500,Removed
31764402,148449586,Removed
31764402,148449838,Removed
31764402,148450904,Removed
31764402,148450101,Removed
31764402,148450376,Removed
31764402,148450659,Removed
31764421,148450693,Removed
31764421,148450375,Removed
31764421,148449872,Removed
31764421,148450038,Removed
31764845,148451509,Removed
31764845,148451748,Removed
31764845,148451953,Removed
31764845,148452153,Removed
31764845,148452387,Removed
31765207,148452902,Removed
31765207,148453103,Removed
31765207,148453313,Removed
31765207,148453542,Removed
31765207,148453744,Removed
31765207,148453954,Removed
31765252,148454116,Removed
31765252,148454267,Removed
31765252,148454412,Removed
31765252,148453750,Removed
31765252,148453905,Removed
31765252,148453612,Removed
31765252,148453459,Removed
31765252,148453168,Removed
31765252,148453312,Removed
31765252,148453034,Removed
31765252,148454581,Removed
31765581,148454739,Removed
31765581,148455012,Removed
31765581,148455412,Removed
31765581,148455667,Removed
31765581,148454500,Removed
31765972,148456218,Removed
31765972,148456547,Removed
31765972,148456804,Removed
31765972,148457016,Removed
31765972,148457315,Removed
31765972,148457544,Removed
31765972,148457733,Removed
31766791,148459401,Removed
31766791,148459541,Removed
31766791,148459741,Removed
31766791,148459894,Removed
31766791,148460147,Removed
31767103,148460609,Removed
31767103,148460780,Removed
31767103,148461007,Removed
31767103,148461161,Removed
31767103,148461302,Removed
31781530,148519058,Removed
31781530,148519741,Removed
31795987,302292747,Removed
31795987,302292874,Removed
31795987,319217342,Removed
31795987,319217625,Removed
31795987,319217626,Removed
31795987,320125821,Removed
31795987,320125822,Removed
31797533,148587088,Removed
31797533,148587761,Removed
31797533,148588326,Removed
31797533,148588711,Removed
31799070,148592331,Removed
31799070,148594077,Removed
31801156,148602762,Removed
31801156,148605402,Removed
31803247,148611726,Removed
31803247,148609334,Removed
31803406,148610072,Removed
31803406,148610945,Removed
31803406,148611860,Removed
31803406,148612868,Removed
31803406,148613892,Removed
31803406,148609167,Removed
31805189,148615707,Removed
31805189,148616563,Removed
31805189,148617833,Removed
31805189,148618607,Removed
31805189,148619689,Removed
31805189,148621028,Removed
31805189,148621738,Removed
31809325,148634347,Removed
31809325,148635088,Removed
31809325,148636130,Removed
31809325,148637250,Removed
31810565,148640954,Removed
31810565,148644180,Removed
31810565,148649760,Removed
31810565,148646606,Removed
31810821,148641907,Removed
31810821,148643120,Removed
31810821,148639883,Removed
31810821,148640762,Removed
31812236,148646022,Removed
31812236,148646930,Removed
31812236,148647616,Removed
31812236,148648432,Removed
31812236,148649202,Removed
31813709,148651785,Removed
31813709,148652812,Removed
31813709,148653663,Removed
31813709,148654576,Removed
31818672,148671937,Removed
31818672,148672367,Removed
31818672,148672936,Removed
31818672,148673706,Removed
31818672,148674499,Removed
31818867,148676368,Removed
31818867,148673289,Removed
31818867,148678962,Removed
31819708,148676428,Removed
31819708,148677290,Removed
31819708,148678715,Removed
31820708,148681223,Removed
31820708,148682079,Removed
31820708,148682931,Removed
31820708,148684123,Removed
31820708,148684929,Removed
31822209,148687262,Removed
31822209,148687847,Removed
31822209,148688664,Removed
31822209,148689374,Removed
31823643,148692802,Removed
31823643,148694017,Removed
31823643,148695126,Removed
31825025,148696930,Removed
31825025,148697835,Removed
31825025,148698468,Removed
31825761,148700271,Removed
31825761,148702070,Removed
31825761,148703893,Removed
31827123,148706015,Removed
31827123,148706868,Removed
31827123,148707648,Removed
31827123,148708357,Removed
31827123,148709179,Removed
31828262,148710951,Removed
31828262,148711870,Removed
31828262,148713859,Removed
31828262,148714696,Removed
31828262,148715339,Removed
31828262,148715951,Removed
31960937,149252044,Removed
31960937,149249046,Removed
31960937,149259239,Removed
31960937,149267914,Removed
31960937,149270095,Removed
31960937,149274726,Removed
31960937,149278953,Removed
31960937,149260998,Removed
31961049,149249499,Removed
31961049,149251649,Removed
31961049,149252818,Removed
31961049,149254906,Removed
31961049,149255774,Removed
31961049,149256563,Removed
31961049,149257713,Removed
31963469,149262786,Removed
31963469,149264224,Removed
31963469,149260197,Removed
31963469,149261524,Removed
31964928,149266071,Removed
31964928,149267207,Removed
31968757,149282865,Removed
31968757,149283900,Removed
31968757,149285003,Removed
31969135,149286736,Removed
31969135,149295222,Removed
31969135,149300062,Removed
31969135,149300980,Removed
31969135,149302216,Removed
31969135,149303345,Removed
31969772,149287516,Removed
31969772,149288377,Removed
31973920,149304967,Removed
31973920,149305798,Removed
31975539,149312116,Removed
31975539,149314690,Removed
31975539,149315750,Removed
31975539,149316665,Removed
31976347,149316848,Removed
31976347,149318279,Removed
31976347,149319535,Removed
31976347,149320594,Removed
31976347,149315782,Removed
31976542,149323481,Removed
31976542,149324734,Removed
31976779,149332206,Removed
31976779,149323043,Removed
31977985,149324779,Removed
31977985,149325564,Removed
31977985,149326522,Removed
31977985,149322786,Removed
31979391,149329270,Removed
31979391,149330093,Removed
31979391,149330812,Removed
31979391,149331694,Removed
31980466,149334381,Removed
31980466,149335202,Removed
31980466,149336594,Removed
31980466,149337437,Removed
31981402,149338400,Removed
31981402,149339418,Removed
31981743,149340554,Removed
31981743,149341434,Removed
31981743,149343241,Removed
31981743,149344886,Removed
31982445,149345308,Removed
31982445,149347586,Removed
31982445,149348399,Removed
31982445,149349091,Removed
31982445,149349853,Removed
31982445,149350653,Removed
31982445,149351506,Removed
31984571,149351669,Removed
31984571,149352834,Removed
31984571,149354124,Removed
31984571,149355427,Removed
31985167,149356216,Removed
31985167,149354461,Removed
31985167,149355318,Removed
31986276,149359114,Removed
31986276,149360319,Removed
31986276,149361318,Removed
31988646,149369659,Removed
31988646,149371152,Removed
31988646,149371936,Removed
31988646,149372864,Removed
31988646,149373720,Removed
31988646,149374863,Removed
31988646,149376252,Removed
31988646,303282135,Removed
31988646,303282136,Removed
31988646,303282137,Removed
31988646,303282141,Removed
31990649,301404007,Removed
31990649,149378852,Removed
31990649,149379949,Removed
31990649,149381148,Removed
31990649,149382306,Removed
31990649,149383582,Removed
31990649,149384460,Removed
31992593,149389622,Removed
31992593,149395028,Removed
31992593,149397672,Removed
31992593,149398647,Removed
31992593,149398690,Removed
31995442,149399014,Removed
31995442,149399196,Removed
31995442,149399859,Removed
31995442,149400120,Removed
31995914,149401028,Removed
31995914,149401487,Removed
31996260,149402663,Removed
31996260,149403113,Removed
31996260,149403580,Removed
31996260,149404211,Removed
31996260,149404596,Removed
31998919,149413869,Removed
31998919,149416736,Removed
31998919,149417263,Removed
31998919,149418151,Removed
32000448,149419925,Removed
32000448,149420733,Removed
32000448,149421364,Removed
32106455,196867708,Removed
32106455,149882753,Removed
32106455,149885006,Removed
32106455,149886083,Removed
32106455,314019529,Removed
32168095,150143413,Removed
32168095,150145096,Removed
32168095,150146047,Removed
32168095,150144306,Removed
32168451,150145052,Removed
32168451,150146274,Removed
32168451,150147259,Removed
32168451,150148206,Removed
32168451,150144250,Removed
32169381,150148512,Removed
32169381,150149254,Removed
32169381,150147942,Removed
32169992,150150904,Removed
32169992,150151772,Removed
32169992,150152450,Removed
32171512,302586319,Removed
32171512,150157292,Removed
32171512,150157841,Removed
32171512,150158445,Removed
32172888,150163417,Removed
32172888,150164179,Removed
32172888,150164942,Removed
32172888,150165693,Removed
32173524,150166797,Removed
32173524,150169100,Removed
32173524,150169916,Removed
32173524,150167559,Removed
32173730,150167824,Removed
32173730,150168493,Removed
32173730,150167208,Removed
32174298,150169950,Removed
32174298,150170506,Removed
32174759,150172311,Removed
32174759,150172880,Removed
32175309,150174397,Removed
32175309,150175383,Removed
32175309,150176031,Removed
32176135,150177660,Removed
32176135,150178129,Removed
32176135,150178584,Removed
32176135,150179046,Removed
32176135,150179499,Removed
32177029,150181724,Removed
32177029,150182203,Removed
32177029,150182849,Removed
32177029,150183529,Removed
32177211,150185290,Removed
32177211,150183286,Removed
32177654,150185564,Removed
32177654,150186303,Removed
32177654,150184869,Removed
32178075,150186500,Removed
32178075,150186918,Removed
32178075,150187458,Removed
32178075,150188227,Removed
32178075,150188999,Removed
32179181,300818585,Removed
32179181,150191681,Removed
32179181,150192373,Removed
32179181,150193142,Removed
32179181,150194449,Removed
32179359,150192748,Removed
32179359,150192157,Removed
32180492,150197392,Removed
32180492,150197898,Removed
32180492,150198410,Removed
32180492,150198950,Removed
32180715,150199142,Removed
32180715,150199864,Removed
32180715,150202647,Removed
32180715,150198588,Removed
32180715,150198195,Removed
32182131,150206662,Removed
32182131,150207459,Removed
32182131,150208257,Removed
32182131,150208810,Removed
32182131,150209990,Removed
32182131,150211992,Removed
32184163,150219344,Removed
32184163,150219932,Removed
32184163,150220350,Removed
32184163,150221889,Removed
32184163,150222431,Removed
32184163,150224035,Removed
32184163,150225376,Removed
32184163,150226302,Removed
32184392,150229215,Removed
32184392,150230807,Removed
32184392,150231230,Removed
32184392,150232358,Removed
32184392,150233044,Removed
32184392,150233643,Removed
32184392,150234311,Removed
32184392,150234853,Removed
32184547,150235910,Removed
32184547,150236523,Removed
32184547,150237153,Removed
32184547,150238708,Removed
32184547,150239837,Removed
32184547,150240425,Removed
32184547,150240839,Removed
32184547,150241400,Removed
32184547,150241930,Removed
32256252,150516335,Removed
32256252,150516990,Removed
32256252,150517612,Removed
32256252,150518185,Removed
32256252,150518865,Removed
32256252,150519658,Removed
32256252,150520331,Removed
32259372,150530063,Removed
32259372,150530750,Removed
32259372,150531535,Removed
32259372,150533656,Removed
32259372,150534614,Removed
32259372,150535309,Removed
32259372,150535916,Removed
32259372,150536685,Removed
32259372,150537294,Removed
32259372,150538084,Removed
32313166,150763126,Removed
32313166,150764181,Removed
32313166,150766383,Removed
32313166,150767922,Removed
32313166,312833643,Removed
32315875,150774445,Removed
32315875,150775502,Removed
32315875,150776617,Removed
32315875,150777431,Removed
32315875,150778507,Removed
32315875,150779694,Removed
32315875,150780922,Removed
32319684,150790531,Removed
32319684,150791349,Removed
32319684,150792285,Removed
32319684,150793122,Removed
32324994,150813729,Removed
32324994,150814465,Removed
32324994,150815377,Removed
32324994,150816262,Removed
32325941,150821232,Removed
32325941,150821828,Removed
32325941,150822651,Removed
32325941,150824600,Removed
32327809,196723960,Removed
32327809,150826999,Removed
32327809,150827589,Removed
32327809,150828628,Removed
32327809,150829409,Removed
32329904,150835146,Removed
32329904,150835842,Removed
32329904,150836410,Removed
32329904,150837171,Removed
32329904,150837959,Removed
32331017,150843578,Removed
32331017,319880761,Removed
32331603,150843864,Removed
32331603,150844758,Removed
32331603,150842427,Removed
32331603,150843215,Removed
32332995,150848330,Removed
32332995,150849018,Removed
32332995,150849908,Removed
32332995,150850526,Removed
32333816,150851907,Removed
32333816,150852593,Removed
32333816,150855121,Removed
32339141,150875020,Removed
32339141,150875880,Removed
32339141,150876392,Removed
32339141,150877007,Removed
32339141,150877708,Removed
32339141,150878501,Removed
32339141,150879079,Removed
32339141,150879684,Removed
32339141,150880253,Removed
32415163,151199442,Removed
32415163,151200104,Removed
32415163,151200946,Removed
32415163,151202114,Removed
32416226,151203502,Removed
32416226,151204165,Removed
32416604,151205137,Removed
32416604,151206061,Removed
32416604,151207349,Removed
32416780,151208305,Removed
32416780,151206194,Removed
32416780,151207261,Removed
32416780,151205614,Removed
32417908,151213311,Removed
32417908,151210783,Removed
32417908,151211668,Removed
32417908,151212617,Removed
32418243,151213076,Removed
32418243,151211817,Removed
32418243,151214312,Removed
32418243,151215420,Removed
32418243,151216877,Removed
32418243,151218183,Removed
32418243,151219141,Removed
32420608,151221543,Removed
32420608,151222509,Removed
32420608,151224066,Removed
32421162,151224715,Removed
32421162,151225930,Removed
32421162,151227221,Removed
32421162,151228640,Removed
32421162,151223835,Removed
32421764,151229237,Removed
32421764,151231622,Removed
32421764,151227358,Removed
32423632,151235031,Removed
32423632,151236498,Removed
32423710,151237896,Removed
32423710,151235194,Removed
32423710,151239722,Removed
32424737,151240876,Removed
32424737,151243337,Removed
32424737,151239661,Removed
32426091,151244922,Removed
32426091,151246031,Removed
32426091,151247396,Removed
32426091,151249294,Removed
32426742,151250443,Removed
32426742,151251555,Removed
32426742,151253059,Removed
32426742,151247855,Removed
32426742,151246822,Removed
32438427,151293185,Removed
32438427,151294291,Removed
32438427,151295169,Removed
32438427,151296206,Removed
32438427,151297774,Removed
32438427,151299177,Removed
32438427,151300087,Removed
32438427,151301080,Removed
32438427,319245217,Removed
32438427,319245229,Removed
32470220,151426187,Removed
32470220,151426941,Removed
32470220,151432245,Removed
32470220,151433068,Removed
32499573,302204485,Removed
32499573,302204695,Removed
32499573,302204874,Removed
32499573,302205469,Removed
32499573,151551254,Removed
32499573,151552332,Removed
32499573,315927659,Removed
32499573,315927661,Removed
32573637,151859262,Removed
32573637,151860602,Removed
32573637,151861942,Removed
32573637,151863389,Removed
32576166,151869605,Removed
32576166,151870826,Removed
32576166,151872528,Removed
32577545,199727025,Removed
32577545,199727026,Removed
32577545,151875672,Removed
32577545,151879548,Removed
32581203,151890033,Removed
32581203,151891439,Removed
32581203,151892570,Removed
32582389,151895407,Removed
32582389,151896686,Removed
32582389,151898132,Removed
32582389,151899512,Removed
32585302,151906816,Removed
32585302,151907840,Removed
32585302,151908902,Removed
32585302,151910284,Removed
32585302,151911678,Removed
32587114,151914233,Removed
32587114,151915401,Removed
32587114,151916520,Removed
32587114,151917655,Removed
32587114,151918657,Removed
32588723,151920935,Removed
32588723,151922027,Removed
32588723,151923002,Removed
32594066,151943281,Removed
32594066,151944635,Removed
32594066,151946103,Removed
32594066,151948044,Removed
32594066,151949598,Removed
32594066,151950793,Removed
32594066,151952216,Removed
32594066,151953590,Removed
32597144,151955922,Removed
32597144,151957237,Removed
32597144,151958440,Removed
32597144,151959674,Removed
32600604,151970983,Removed
32600604,151972387,Removed
32600604,151974180,Removed
32600604,151975848,Removed
32601576,151976892,Removed
32601576,151977715,Removed
32601576,151975243,Removed
32602445,151982223,Removed
32602445,151984140,Removed
32602445,151986289,Removed
32602445,151980370,Removed
32602819,151980668,Removed
32602819,151982188,Removed
32602819,305069423,Removed
32607510,152014338,Removed
32607510,152032613,Removed
32607871,152007076,Removed
32607871,152003507,Removed
32607871,152005172,Removed
32607871,152009363,Removed
32607871,152010966,Removed
32607871,152012404,Removed
32608403,152005330,Removed
32608403,152006141,Removed
32608403,152006922,Removed
32608403,152007680,Removed
32609446,152008918,Removed
32609446,307754151,Removed
32611634,152019997,Removed
32611634,152021093,Removed
32611634,192089487,Removed
32615804,152037269,Removed
32615804,152040785,Removed
32617554,152044427,Removed
32617554,152045411,Removed
32617554,152049239,Removed
32619477,152057648,Removed
32619477,152058471,Removed
32619477,152062843,Removed
32619477,152064018,Removed
32619477,152065723,Removed
32621017,152063319,Removed
32621017,152059448,Removed
32621017,152060272,Removed
32621017,152060970,Removed
32621017,152062389,Removed
32622236,152066165,Removed
32622236,152066805,Removed
32622236,152067822,Removed
32622236,152068511,Removed
32623227,152069251,Removed
32623227,152100621,Removed
32623420,152070901,Removed
32623420,152071529,Removed
32625509,152079015,Removed
32625509,152081434,Removed
32625509,152083835,Removed
32628580,302708737,Removed
32628580,152095956,Removed
32628580,304910829,Removed
32629154,197668034,Removed
32629154,152096526,Removed
32629154,152097409,Removed
32629154,152094645,Removed
32629154,152095627,Removed
32629154,319901727,Removed
